,Unnamed: 0,Unnamed: 0.1,GAMA_ID,ID,RA,DEC,SCORE,z1,sigma1,template1,z2,sigma2,template2,sigma3,sigma4,R,prob,error,type
337,337,413,486045.0,354.0,218.25647,-1.7037799999999999,4.0,0.3554757833480835,8.729155540466309,40.0,0.6282442212104797,3.5429477691650386,40.0,3.4917898178100586,3.4917898178100586,1.0146509408950806,0.9999847412109376,46.55371856689453,ELG + ELG
345,345,418,485811.0,3169.0,217.50757000000002,-1.8458700000000001,16.0,0.2661496698856354,12.36083698272705,40.0,0.6468532085418701,2.575488805770874,40.0,2.4925882816314697,2.4925882816314697,1.0332587957382202,1.0,40.09865188598633,ELG + ELG
15,15,14,3599660.0,635.0,129.29506,-0.99631,18.0,0.3813742995262146,10.02219295501709,47.0,0.028298653662204742,6.865635395050049,47.0,6.421402454376222,6.421402454376222,1.0691800117492676,0.8111270070075989,40.316890716552734,PG + PG
19,19,17,3913677.0,983.0,139.91696000000002,-1.27522,16.0,0.2906123697757721,9.785056114196776,44.0,0.747833251953125,3.295304775238037,47.0,3.03411078453064,3.03411078453064,1.0860857963562012,0.9999998807907104,30.82879066467285,PG + PG
27,27,38,574628.0,1908.0,136.47115,-0.0465,8.0,0.3043074607849121,12.729042053222654,45.0,0.2748801112174988,5.455914974212647,47.0,4.480290412902832,4.480290412902832,1.2177592515945437,0.9999920725822448,32.15911102294922,PG + PG
34,34,48,387064.0,1962.0,135.07565,2.33718,8.0,0.35171157121658325,12.301395416259766,44.0,0.006129486486315727,2.8415889739990234,47.0,2.6988601684570312,2.6988601684570312,1.0528848171234129,1.0,33.27558135986328,PG + PG
39,39,52,209589.0,186.0,133.93068,0.11314,8.0,0.22323620319366452,11.661938667297365,45.0,0.6083737015724182,3.577707529067993,46.0,3.150192975997925,3.150192975997925,1.135710597038269,1.0,31.15981101989746,PG + PG
43,43,57,3886216.0,1340.0,136.0962,-1.58451,8.0,0.4041702151298523,8.735891342163086,45.0,0.8859135508537292,5.979778289794923,45.0,4.591189384460449,4.591189384460449,1.3024464845657349,0.9877343773841858,40.514793395996094,PG + PG
51,51,77,345881.0,3478.0,131.45035,2.07844,4.0,0.20622269809246066,11.081997871398926,44.0,0.8523567318916321,3.4671590328216557,47.0,3.2651844024658203,3.2651844024658203,1.0618569850921629,1.0,37.60477066040039,PG + PG
66,66,99,381602.0,3407.0,133.20793,1.8080200000000002,4.0,0.36947548389434814,11.830955505371096,43.0,0.32425060868263245,3.014603853225708,43.0,2.876139879226685,2.876139879226685,1.0481423139572144,1.0,38.901947021484375,PG + PG
72,72,106,372022.0,1262.0,133.80411,1.07405,4.0,0.30905991792678833,13.928269386291506,46.0,0.27950412034988403,3.1519615650177,47.0,2.730936050415039,2.730936050415039,1.154168963432312,1.0,30.51388359069824,PG + PG
75,75,110,518676.0,1158.0,137.46832,2.81481,4.0,0.2256239205598831,14.57162380218506,45.0,0.19741642475128174,3.570939779281616,47.0,2.9687600135803223,2.9687600135803223,1.2028387784957886,1.0,31.20343589782715,PG + PG
94,94,128,622085.0,1841.0,130.78285,0.70524,4.0,0.3308261334896088,16.357318878173828,47.0,0.300613135099411,5.387784957885742,47.0,4.604391098022461,4.604391098022461,1.1701406240463257,1.0,25.940471649169922,PG + PG
97,97,135,3599660.0,36.0,129.29506999999998,-0.99634,4.0,0.3813742995262146,10.02219295501709,47.0,0.028298653662204742,6.865635395050049,47.0,6.421402454376222,6.421402454376222,1.0691800117492676,0.8111270070075989,40.316890716552734,PG + PG
114,114,156,583457.0,3357.0,174.8049,-0.00257,28.0,0.26364102959632874,14.122949600219727,46.0,0.26728302240371704,3.7180147171020512,43.0,3.610600471496582,3.610600471496582,1.029749631881714,1.0,26.40053939819336,PG + PG
127,127,171,138582.0,2828.0,183.14009,-1.827,14.0,0.3251754939556122,9.727863311767578,44.0,0.4326481819152832,4.904556751251222,47.0,3.7018616199493413,3.7018616199493413,1.3248893022537231,0.9999466538429259,35.33502578735352,PG + PG
161,161,230,55314.0,1891.0,181.49326000000002,-0.28503,4.0,0.37681299448013306,10.909716606140137,44.0,0.034480281174182885,3.8465573787689213,47.0,3.4940900802612305,3.4940900802612305,1.1008752584457395,0.9999998211860656,34.39535140991211,PG + PG
163,163,232,611249.0,22.0,184.12447,0.35697,4.0,0.3733179271221161,10.263260841369627,44.0,0.84395831823349,3.9585483074188232,45.0,3.546783447265625,3.546783447265625,1.1160953044891355,0.9999987483024596,40.781436920166016,PG + PG
170,170,242,32615.0,1375.0,185.47041000000002,-1.14149,4.0,0.25680011510849,11.054919242858887,44.0,0.8675703406333923,2.9391176700592037,43.0,2.6905336380004883,2.6905336380004883,1.092392086982727,1.0,32.14706802368164,PG + PG
198,198,287,31427.0,610.0,179.70218,-1.1041299999999998,4.0,0.3317584991455078,12.064910888671875,44.0,0.3280453979969025,3.928969383239746,47.0,3.134586811065674,3.134586811065674,1.2534250020980835,1.0,31.43706130981445,PG + PG
231,231,323,911856.0,1452.0,219.6719,-0.4812,16.0,0.09586402028799056,3.3998191356658936,47.0,0.4721543788909912,3.244019031524658,46.0,3.1116251945495605,3.1116251945495605,1.0425481796264648,0.2978285253047943,92.56248474121094,PG + PG
233,233,324,249961.0,398.0,213.5445,2.0705,14.0,0.2290651798248291,13.759872436523438,45.0,0.2323674559593201,5.604676246643066,47.0,5.284203052520752,5.284203052520752,1.0606473684310913,0.9999933242797852,27.40585327148437,PG + PG
284,284,370,78854.0,1377.0,218.86757999999998,0.058289999999999995,4.0,0.030570894479751587,5.0822062492370605,44.0,0.391204833984375,3.941258192062378,47.0,3.8000659942626953,3.8000659942626953,1.0371551513671875,0.7662340402603149,43.712310791015625,PG + PG
300,300,382,618212.0,373.0,214.67656000000002,0.3966,4.0,0.4065276980400085,9.680423736572266,44.0,0.046488985419273376,4.081754684448241,47.0,3.847388505935669,3.847388505935669,1.06091570854187,0.999974012374878,40.7202262878418,PG + PG
302,302,384,238892.0,1924.0,215.56828,1.56082,4.0,0.3051163554191589,11.378454208374025,44.0,0.7162910103797913,3.843106746673584,45.0,2.9842140674591064,2.9842140674591064,1.2878119945526123,1.0,37.94549179077149,PG + PG
303,303,385,251874.0,2253.0,220.77951000000002,1.9728900000000005,4.0,0.33900901675224304,9.344691276550293,47.0,0.7982330322265625,6.804222106933594,45.0,5.189260959625244,5.189260959625244,1.311212182044983,0.9713600277900696,36.265525817871094,PG + PG
330,330,409,240093.0,619.0,220.45906000000002,1.42159,4.0,0.3769117593765259,11.266379356384276,46.0,0.8494957089424133,7.3568687438964835,46.0,6.230817317962647,6.230817317962647,1.180722951889038,0.9858741164207458,34.686790466308594,PG + PG
332,332,411,512554.0,1423.0,219.2491,-1.06598,4.0,0.29363930225372314,6.902186393737793,44.0,0.7010321021080017,3.985480546951294,45.0,3.603272438049317,3.603272438049317,1.1060725450515747,0.9968236684799194,47.14264297485352,PG + PG
334,334,412,497075.0,11.0,214.28033,-1.10181,4.0,0.30265486240386963,6.058045387268066,44.0,0.2728300094604492,5.716597557067871,46.0,5.311524391174316,5.311524391174316,1.0762630701065063,0.4051057696342468,62.53116989135742,PG + PG
339,339,415,318892.0,985.0,212.77747000000002,1.9696,4.0,0.4393824636936188,7.896193027496338,45.0,0.07332406938076019,6.025937080383301,47.0,5.9979119300842285,5.9979119300842285,1.0046725273132324,0.7647796273231506,36.37702560424805,PG + PG
340,340,415,318892.0,985.0,212.77747000000002,1.9696,4.0,0.4397653043270111,9.320038795471193,45.0,0.09854218363761902,7.384376525878906,45.0,6.161409854888916,6.161409854888916,1.1984881162643433,0.9357401132583618,35.14200592041016,PG + PG
347,347,420,592910.0,1852.0,214.63086,-0.01464,4.0,0.2634434700012207,12.177196502685547,44.0,0.6613672971725464,3.352957963943481,45.0,2.7271411418914795,2.7271411418914795,1.2294772863388062,1.0,35.77731704711914,PG + PG
